"Flight.Type","Airline","Flight.No","AverageDepartureDelay","AverageArrivalDelay","TotalFlight","ArrivalDelayedFlight","ArrivalPercDelay","DepartureDelayedFlight","DeparturePercDelay"
"Domestic","AVIANCA BRASIL","ONE - 6000",4.63,3.56,238,36,0.15,28,0.12
"Domestic","AVIANCA BRASIL","ONE - 6001",5.25,6.11,232,38,0.16,31,0.13
"Domestic","AVIANCA BRASIL","ONE - 6002",34.1,20.39,298,130,0.44,83,0.28
"Domestic","AVIANCA BRASIL","ONE - 6003",-12.93,-11.12,279,77,0.28,47,0.17
"Domestic","AVIANCA BRASIL","ONE - 6004",-102.54,-57.17,315,124,0.39,91,0.29
"Domestic","AVIANCA BRASIL","ONE - 6005",-3.82,-10.09,647,171,0.26,119,0.18
"Domestic","AVIANCA BRASIL","ONE - 6006",23.5,11.39,385,108,0.28,74,0.19
"Domestic","AVIANCA BRASIL","ONE - 6007",-86.04,-49.95,349,148,0.42,141,0.4
"Domestic","AVIANCA BRASIL","ONE - 6008",-60.38,-58.96,333,121,0.36,98,0.29
"Domestic","AVIANCA BRASIL","ONE - 6009",-49.27,-46.03,373,175,0.47,135,0.36
"Domestic","AVIANCA BRASIL","ONE - 6010",-86.46,-53.02,372,129,0.35,140,0.38
"Domestic","AVIANCA BRASIL","ONE - 6011",35.69,26.11,350,222,0.63,151,0.43
"Domestic","AVIANCA BRASIL","ONE - 6012",33.49,20.48,406,195,0.48,173,0.43
"Domestic","AVIANCA BRASIL","ONE - 6013",-28.22,9.17,395,192,0.49,141,0.36
"Domestic","AVIANCA BRASIL","ONE - 6014",52.18,57.17,454,274,0.6,197,0.43
"Domestic","AVIANCA BRASIL","ONE - 6015",35.47,27.28,433,267,0.62,206,0.48
"Domestic","AVIANCA BRASIL","ONE - 6016",35.59,21.03,409,215,0.53,209,0.51
"Domestic","AVIANCA BRASIL","ONE - 6017",50.83,58.67,478,332,0.69,235,0.49
"Domestic","AVIANCA BRASIL","ONE - 6018",18.7,16.56,63,13,0.21,15,0.24
"Domestic","AVIANCA BRASIL","ONE - 6019",12.61,13.2,46,13,0.28,12,0.26
"Domestic","AVIANCA BRASIL","ONE - 6020",6.59,6.67,61,9,0.15,8,0.13
"Domestic","AVIANCA BRASIL","ONE - 6021",2.66,3.54,61,10,0.16,7,0.11
"Domestic","AVIANCA BRASIL","ONE - 6022",8.05,11.33,64,18,0.28,13,0.2
"Domestic","AVIANCA BRASIL","ONE - 6023",9.12,11.81,32,6,0.19,3,0.09
"Domestic","AVIANCA BRASIL","ONE - 6024",16.51,9.01,640,137,0.21,120,0.19
"Domestic","AVIANCA BRASIL","ONE - 6025",-24.63,7.42,441,108,0.24,70,0.16
"Domestic","AVIANCA BRASIL","ONE - 6026",1.46,0.44,126,8,0.06,8,0.06
"Domestic","AVIANCA BRASIL","ONE - 6027",0.88,1.36,121,7,0.06,4,0.03
"Domestic","AVIANCA BRASIL","ONE - 6028",7.69,7.69,13,2,0.15,2,0.15
"Domestic","AVIANCA BRASIL","ONE - 6029",5.71,6.71,14,2,0.14,2,0.14
"Domestic","AVIANCA BRASIL","ONE - 6030",18.57,19.36,14,3,0.21,3,0.21
"Domestic","AVIANCA BRASIL","ONE - 6031",9.38,9.31,13,3,0.23,3,0.23
"Domestic","AVIANCA BRASIL","ONE - 6032",-4.75,-0.41,461,209,0.45,107,0.23
"Domestic","AVIANCA BRASIL","ONE - 6033",-9.41,-8.4,388,75,0.19,59,0.15
"Domestic","AVIANCA BRASIL","ONE - 6034",-5.5,-12.38,644,161,0.25,118,0.18
"Domestic","AVIANCA BRASIL","ONE - 6035",16.86,8.25,634,131,0.21,116,0.18
"Domestic","AVIANCA BRASIL","ONE - 6050",0,0,1,0,0,0,0
"Domestic","AVIANCA BRASIL","ONE - 6051",0,0,1,0,0,0,0
"Domestic","AVIANCA BRASIL","ONE - 6060",53.38,23.75,168,106,0.63,73,0.43
"Domestic","AVIANCA BRASIL","ONE - 6061",20.09,23.19,183,119,0.65,94,0.51
"Domestic","AVIANCA BRASIL","ONE - 6062",-86.33,-34.67,246,155,0.63,170,0.69
"Domestic","AVIANCA BRASIL","ONE - 6063",-39.03,26.38,209,134,0.64,114,0.55
"Domestic","AVIANCA BRASIL","ONE - 6064",-19.38,-17.36,269,213,0.79,188,0.7
"Domestic","AVIANCA BRASIL","ONE - 6065",12.81,14.84,281,117,0.42,104,0.37
"Domestic","AVIANCA BRASIL","ONE - 6067",20.43,17.02,56,24,0.43,28,0.5
"Domestic","AVIANCA BRASIL","ONE - 6068",3.48,2.76,21,1,0.05,2,0.1
"Domestic","AVIANCA BRASIL","ONE - 6070",6.92,6.8,553,70,0.13,68,0.12
"Domestic","AVIANCA BRASIL","ONE - 6071",-33.87,-8.85,579,144,0.25,98,0.17
"Domestic","AVIANCA BRASIL","ONE - 6072",-24.64,-15.48,784,127,0.16,123,0.16
"Domestic","AVIANCA BRASIL","ONE - 6073",-17.33,-20.44,770,210,0.27,114,0.15
"Domestic","AVIANCA BRASIL","ONE - 6074",-10.02,-17.03,916,116,0.13,122,0.13
"Domestic","AVIANCA BRASIL","ONE - 6075",0.33,0.94,819,35,0.04,15,0.02
"Domestic","AVIANCA BRASIL","ONE - 6077",-53.17,14.32,191,65,0.34,63,0.33
"Domestic","AVIANCA BRASIL","ONE - 6078",10.56,8.72,221,48,0.22,42,0.19
"Domestic","AVIANCA BRASIL","ONE - 6079",1.8,2.9,96,10,0.1,4,0.04
"Domestic","AVIANCA BRASIL","ONE - 6080",55.82,53.55,55,44,0.8,50,0.91
"Domestic","AVIANCA BRASIL","ONE - 6081",116.52,119.91,46,37,0.8,35,0.76
"Domestic","AVIANCA BRASIL","ONE - 6082",101.22,97.78,9,8,0.89,9,1
"Domestic","AVIANCA BRASIL","ONE - 6083",37.14,15.29,7,3,0.43,7,1
"Domestic","AVIANCA BRASIL","ONE - 6102",5.51,6.31,124,21,0.17,14,0.11
"Domestic","AVIANCA BRASIL","ONE - 6103",6.63,4.73,124,15,0.12,17,0.14
"Domestic","AVIANCA BRASIL","ONE - 6104",16.32,14.8,76,22,0.29,23,0.3
"Domestic","AVIANCA BRASIL","ONE - 6105",9.25,6.86,76,10,0.13,14,0.18
"Domestic","AVIANCA BRASIL","ONE - 6106",21.44,20.24,54,20,0.37,19,0.35
"Domestic","AVIANCA BRASIL","ONE - 6107",19.59,18.43,54,18,0.33,20,0.37
"Domestic","AVIANCA BRASIL","ONE - 6108",10.57,10.3,76,16,0.21,15,0.2
"Domestic","AVIANCA BRASIL","ONE - 6109",2.28,4.88,76,9,0.12,5,0.07
"Domestic","AVIANCA BRASIL","ONE - 6112",11.76,10.1,98,17,0.17,21,0.21
"Domestic","AVIANCA BRASIL","ONE - 6113",1.88,1.94,93,7,0.08,6,0.06
"Domestic","AVIANCA BRASIL","ONE - 6114",39.49,34.12,705,194,0.28,126,0.18
"Domestic","AVIANCA BRASIL","ONE - 6115",5.33,2.67,3,0,0,1,0.33
"Domestic","AVIANCA BRASIL","ONE - 6116",57.15,62.95,20,10,0.5,9,0.45
"Domestic","AVIANCA BRASIL","ONE - 6117",64.55,77.05,20,12,0.6,10,0.5
"Domestic","AVIANCA BRASIL","ONE - 6118",7.35,7.12,257,47,0.18,48,0.19
"Domestic","AVIANCA BRASIL","ONE - 6119",7.2,9.09,256,69,0.27,55,0.21
"Domestic","AVIANCA BRASIL","ONE - 6120",11,13.1,30,8,0.27,5,0.17
"Domestic","AVIANCA BRASIL","ONE - 6121",2.42,3.74,744,66,0.09,30,0.04
"Domestic","AVIANCA BRASIL","ONE - 6122",20.1,22.38,900,265,0.29,196,0.22
"Domestic","AVIANCA BRASIL","ONE - 6123",3.85,4.29,930,84,0.09,68,0.07
"Domestic","AVIANCA BRASIL","ONE - 6124",-3.28,-4.77,891,40,0.04,45,0.05
"Domestic","AVIANCA BRASIL","ONE - 6125",3.49,0.88,892,121,0.14,155,0.17
"Domestic","AVIANCA BRASIL","ONE - 6126",18.69,29.47,854,201,0.24,130,0.15
"Domestic","AVIANCA BRASIL","ONE - 6127",21.56,28.31,891,167,0.19,196,0.22
"Domestic","AVIANCA BRASIL","ONE - 6128",26.28,26.78,928,198,0.21,180,0.19
"Domestic","AVIANCA BRASIL","ONE - 6129",6.57,6.97,890,104,0.12,88,0.1
"Domestic","AVIANCA BRASIL","ONE - 6130",8.23,7.35,31,3,0.1,4,0.13
"Domestic","AVIANCA BRASIL","ONE - 6131",0.42,2.42,31,3,0.1,1,0.03
"Domestic","AVIANCA BRASIL","ONE - 6132",16.19,14.91,32,12,0.38,13,0.41
"Domestic","AVIANCA BRASIL","ONE - 6133",-0.47,3.94,32,5,0.16,0,0
"Domestic","AVIANCA BRASIL","ONE - 6136",12.08,11.3,936,220,0.24,263,0.28
"Domestic","AVIANCA BRASIL","ONE - 6137",1.14,0.89,931,13,0.01,20,0.02
"Domestic","AVIANCA BRASIL","ONE - 6140",-14.24,-13.99,923,122,0.13,121,0.13
"Domestic","AVIANCA BRASIL","ONE - 6141",-16.05,-16.11,920,70,0.08,77,0.08
"Domestic","AVIANCA BRASIL","ONE - 6142",2.52,4.15,924,108,0.12,50,0.05
"Domestic","AVIANCA BRASIL","ONE - 6143",-0.35,1.03,925,204,0.22,119,0.13
"Domestic","AVIANCA BRASIL","ONE - 6150",42.5,36.5,2,1,0.5,1,0.5
"Domestic","AVIANCA BRASIL","ONE - 6151",0,0,2,0,0,0,0
"Domestic","AVIANCA BRASIL","ONE - 6152",11.93,19.57,926,294,0.32,301,0.33
"Domestic","AVIANCA BRASIL","ONE - 6153",13.27,9.48,926,246,0.27,169,0.18
"Domestic","AVIANCA BRASIL","ONE - 6160",12.48,6.6,1073,93,0.09,95,0.09
"Domestic","AVIANCA BRASIL","ONE - 6161",14.17,13.87,1079,165,0.15,169,0.16
"Domestic","AVIANCA BRASIL","ONE - 6168",13.45,11.38,58,17,0.29,18,0.31
"Domestic","AVIANCA BRASIL","ONE - 6169",3.23,4.46,57,7,0.12,3,0.05
"Domestic","AVIANCA BRASIL","ONE - 6170",2.18,2.2,648,40,0.06,40,0.06
"Domestic","AVIANCA BRASIL","ONE - 6171",1.79,2.66,762,53,0.07,38,0.05
"Domestic","AVIANCA BRASIL","ONE - 6172",-9.02,2.74,941,80,0.09,92,0.1
"Domestic","AVIANCA BRASIL","ONE - 6173",3.99,6.99,934,167,0.18,96,0.1
"Domestic","AVIANCA BRASIL","ONE - 6174",-3.03,5.03,1854,275,0.15,191,0.1
"Domestic","AVIANCA BRASIL","ONE - 6175",-7.49,7.25,1843,367,0.2,329,0.18
"Domestic","AVIANCA BRASIL","ONE - 6176",6.6,5.75,125,18,0.14,17,0.14
"Domestic","AVIANCA BRASIL","ONE - 6178",6.75,7.27,686,88,0.13,79,0.12
"Domestic","AVIANCA BRASIL","ONE - 6179",5.87,6.06,684,76,0.11,72,0.11
"Domestic","AVIANCA BRASIL","ONE - 6180",0.09,-1.44,129,2,0.02,3,0.02
"Domestic","AVIANCA BRASIL","ONE - 6181",-0.51,-1.55,128,3,0.02,2,0.02
"Domestic","AVIANCA BRASIL","ONE - 6182",25.12,30.59,85,40,0.47,35,0.41
"Domestic","AVIANCA BRASIL","ONE - 6183",6.59,5.94,85,7,0.08,9,0.11
"Domestic","AVIANCA BRASIL","ONE - 6184",8.71,7.11,148,22,0.15,30,0.2
"Domestic","AVIANCA BRASIL","ONE - 6185",7.34,5.38,146,14,0.1,21,0.14
"Domestic","AVIANCA BRASIL","ONE - 6186",3.17,2.89,916,80,0.09,73,0.08
"Domestic","AVIANCA BRASIL","ONE - 6187",4.07,6.44,905,145,0.16,80,0.09
"Domestic","AVIANCA BRASIL","ONE - 6188",10.48,10.15,557,110,0.2,120,0.22
"Domestic","AVIANCA BRASIL","ONE - 6189",3.4,2.81,585,47,0.08,53,0.09
"Domestic","AVIANCA BRASIL","ONE - 6190",7.33,5.39,18,2,0.11,2,0.11
"Domestic","AVIANCA BRASIL","ONE - 6192",16.22,8.03,36,6,0.17,8,0.22
"Domestic","AVIANCA BRASIL","ONE - 6194",-10.82,-21.5,537,109,0.2,96,0.18
"Domestic","AVIANCA BRASIL","ONE - 6195",4.38,3.6,590,63,0.11,61,0.1
"Domestic","AVIANCA BRASIL","ONE - 6196",17.79,5.08,591,62,0.1,86,0.15
"Domestic","AVIANCA BRASIL","ONE - 6197",12,2.58,590,54,0.09,40,0.07
"Domestic","AVIANCA BRASIL","ONE - 6198",13.31,14.87,91,22,0.24,20,0.22
"Domestic","AVIANCA BRASIL","ONE - 6199",-0.66,-0.45,91,1,0.01,0,0
"Domestic","AVIANCA BRASIL","ONE - 6200",5.34,6.11,935,155,0.17,126,0.13
"Domestic","AVIANCA BRASIL","ONE - 6201",15.97,9.71,924,214,0.23,214,0.23
"Domestic","AVIANCA BRASIL","ONE - 6202",11.05,12.68,37,12,0.32,8,0.22
"Domestic","AVIANCA BRASIL","ONE - 6203",3.62,2.98,65,5,0.08,6,0.09
"Domestic","AVIANCA BRASIL","ONE - 6206",12,8.83,6,1,0.17,2,0.33
"Domestic","AVIANCA BRASIL","ONE - 6210",13.75,8.77,922,210,0.23,167,0.18
"Domestic","AVIANCA BRASIL","ONE - 6211",2.5,2.8,926,48,0.05,39,0.04
"Domestic","AVIANCA BRASIL","ONE - 6212",11.99,6.19,927,223,0.24,222,0.24
"Domestic","AVIANCA BRASIL","ONE - 6213",8.21,7.67,933,183,0.2,207,0.22
"Domestic","AVIANCA BRASIL","ONE - 6214",12.3,8.48,900,265,0.29,151,0.17
"Domestic","AVIANCA BRASIL","ONE - 6215",-19.16,-21.77,869,46,0.05,69,0.08
"Domestic","AVIANCA BRASIL","ONE - 6216",-35.88,-18.14,874,225,0.26,115,0.13
"Domestic","AVIANCA BRASIL","ONE - 6217",3.25,3.16,868,41,0.05,40,0.05
"Domestic","AVIANCA BRASIL","ONE - 6218",5.53,4.57,930,100,0.11,143,0.15
"Domestic","AVIANCA BRASIL","ONE - 6219",-21.89,-22.26,932,87,0.09,90,0.1
"Domestic","AVIANCA BRASIL","ONE - 6220",26.85,7.37,429,81,0.19,125,0.29
"Domestic","AVIANCA BRASIL","ONE - 6221",10.97,9.37,38,6,0.16,9,0.24
"Domestic","AVIANCA BRASIL","ONE - 6222",6,1.63,809,74,0.09,114,0.14
"Domestic","AVIANCA BRASIL","ONE - 6223",0.61,-0.53,797,32,0.04,39,0.05
"Domestic","AVIANCA BRASIL","ONE - 6224",-13.38,-15,1785,292,0.16,335,0.19
"Domestic","AVIANCA BRASIL","ONE - 6225",-5.02,-6.38,1790,117,0.07,36,0.02
"Domestic","AVIANCA BRASIL","ONE - 6226",9.24,1.57,912,58,0.06,62,0.07
"Domestic","AVIANCA BRASIL","ONE - 6227",7.9,2.15,910,146,0.16,49,0.05
"Domestic","AVIANCA BRASIL","ONE - 6228",9.53,4.84,49,6,0.12,11,0.22
"Domestic","AVIANCA BRASIL","ONE - 6229",4.56,7,16,4,0.25,2,0.12
"Domestic","AVIANCA BRASIL","ONE - 6230",1.63,1.66,845,47,0.06,38,0.04
"Domestic","AVIANCA BRASIL","ONE - 6231",-2.73,-3.7,835,80,0.1,79,0.09
"Domestic","AVIANCA BRASIL","ONE - 6232",-12.46,-13.74,891,153,0.17,147,0.16
"Domestic","AVIANCA BRASIL","ONE - 6233",6.31,5.55,888,124,0.14,100,0.11
"Domestic","AVIANCA BRASIL","ONE - 6234",8.82,7.96,861,104,0.12,106,0.12
"Domestic","AVIANCA BRASIL","ONE - 6235",-20.16,-21.96,860,83,0.1,93,0.11
"Domestic","AVIANCA BRASIL","ONE - 6237",7.04,4.51,451,73,0.16,110,0.24
"Domestic","AVIANCA BRASIL","ONE - 6238",12.5,12.3,44,8,0.18,11,0.25
"Domestic","AVIANCA BRASIL","ONE - 6239",76.25,78.63,196,29,0.15,10,0.05
"Domestic","AVIANCA BRASIL","ONE - 6240",2.08,2.2,930,47,0.05,41,0.04
"Domestic","AVIANCA BRASIL","ONE - 6241",8.81,6.71,630,86,0.14,110,0.17
"Domestic","AVIANCA BRASIL","ONE - 6242",38.87,29.74,631,172,0.27,155,0.25
"Domestic","AVIANCA BRASIL","ONE - 6243",0.66,9.03,593,190,0.32,16,0.03
"Domestic","AVIANCA BRASIL","ONE - 6244",13.44,4.46,685,93,0.14,92,0.13
"Domestic","AVIANCA BRASIL","ONE - 6245",-20.44,-22.88,778,29,0.04,73,0.09
"Domestic","AVIANCA BRASIL","ONE - 6246",-10.92,-19.79,660,103,0.16,99,0.15
"Domestic","AVIANCA BRASIL","ONE - 6247",4.27,4.85,673,84,0.12,74,0.11
"Domestic","AVIANCA BRASIL","ONE - 6248",7.74,5.67,473,80,0.17,80,0.17
"Domestic","AVIANCA BRASIL","ONE - 6249",6.65,12.95,498,140,0.28,66,0.13
"Domestic","AVIANCA BRASIL","ONE - 6250",-6.33,-6.14,930,130,0.14,126,0.14
"Domestic","AVIANCA BRASIL","ONE - 6251",1.6,2.21,866,69,0.08,27,0.03
"Domestic","AVIANCA BRASIL","ONE - 6252",7.21,-3.61,625,204,0.33,208,0.33
"Domestic","AVIANCA BRASIL","ONE - 6253",7.02,10.42,299,62,0.21,39,0.13
"Domestic","AVIANCA BRASIL","ONE - 6254",12.47,11.38,86,22,0.26,23,0.27
