"Flight.Type","Airline","Flight.No","TotalFlight"
"Domestic","AZUL","AZU - 4111",46
"Domestic","AZUL","AZU - 4112",16
"Domestic","AZUL","AZU - 4113",23
"Domestic","AZUL","AZU - 4114",34
"Domestic","AZUL","AZU - 4115",3
"Domestic","AZUL","AZU - 4116",119
"Domestic","AZUL","AZU - 4117",30
"Domestic","AZUL","AZU - 4118",51
"Domestic","AZUL","AZU - 4119",10
"Domestic","AZUL","AZU - 4120",109
"Domestic","AZUL","AZU - 4121",22
"Domestic","AZUL","AZU - 4122",98
"Domestic","AZUL","AZU - 4123",72
"Domestic","AZUL","AZU - 4125",36
"Domestic","AZUL","AZU - 4126",10
"Domestic","AZUL","AZU - 4127",26
"Domestic","AZUL","AZU - 4129",34
"Domestic","AZUL","AZU - 4130",61
"Domestic","AZUL","AZU - 4131",14
"Domestic","AZUL","AZU - 4132",9
"Domestic","AZUL","AZU - 4133",52
"Domestic","AZUL","AZU - 4134",60
"Domestic","AZUL","AZU - 4135",135
"Domestic","AZUL","AZU - 4136",18
"Domestic","AZUL","AZU - 4137",15
"Domestic","AZUL","AZU - 4138",59
"Domestic","AZUL","AZU - 4140",2
"Domestic","AZUL","AZU - 4141",1
"Domestic","AZUL","AZU - 4142",22
"Domestic","AZUL","AZU - 4143",37
"Domestic","AZUL","AZU - 4144",11
"Domestic","AZUL","AZU - 4145",31
"Domestic","AZUL","AZU - 4146",31
"Domestic","AZUL","AZU - 4147",30
"Domestic","AZUL","AZU - 4148",63
"Domestic","AZUL","AZU - 4149",49
"Domestic","AZUL","AZU - 4150",47
"Domestic","AZUL","AZU - 4151",15
"Domestic","AZUL","AZU - 4152",13
"Domestic","AZUL","AZU - 4153",6
"Domestic","AZUL","AZU - 4154",1
"Domestic","AZUL","AZU - 4155",13
"Domestic","AZUL","AZU - 4156",42
"Domestic","AZUL","AZU - 4157",67
"Domestic","AZUL","AZU - 4158",26
"Domestic","AZUL","AZU - 4159",33
"Domestic","AZUL","AZU - 4160",75
"Domestic","AZUL","AZU - 4161",10
"Domestic","AZUL","AZU - 4162",15
"Domestic","AZUL","AZU - 4163",197
"Domestic","AZUL","AZU - 4164",35
"Domestic","AZUL","AZU - 4165",90
"Domestic","AZUL","AZU - 4167",2
"Domestic","AZUL","AZU - 4169",11
"Domestic","AZUL","AZU - 4170",59
"Domestic","AZUL","AZU - 4171",94
"Domestic","AZUL","AZU - 4172",76
"Domestic","AZUL","AZU - 4173",95
"Domestic","AZUL","AZU - 4174",14
"Domestic","AZUL","AZU - 4175",17
"Domestic","AZUL","AZU - 4176",8
"Domestic","AZUL","AZU - 4177",212
"Domestic","AZUL","AZU - 4178",139
"Domestic","AZUL","AZU - 4179",119
"Domestic","AZUL","AZU - 4180",23
"Domestic","AZUL","AZU - 4181",62
"Domestic","AZUL","AZU - 4182",3
"Domestic","AZUL","AZU - 4183",16
"Domestic","AZUL","AZU - 4184",2
"Domestic","AZUL","AZU - 4185",2
"Domestic","AZUL","AZU - 4186",48
"Domestic","AZUL","AZU - 4187",135
"Domestic","AZUL","AZU - 4188",30
"Domestic","AZUL","AZU - 4189",4
"Domestic","AZUL","AZU - 4190",116
"Domestic","AZUL","AZU - 4191",103
"Domestic","AZUL","AZU - 4192",7
"Domestic","AZUL","AZU - 4193",3
"Domestic","AZUL","AZU - 4194",250
"Domestic","AZUL","AZU - 4195",231
"Domestic","AZUL","AZU - 4196",35
"Domestic","AZUL","AZU - 4197",1
"Domestic","AZUL","AZU - 4198",37
"Domestic","AZUL","AZU - 4199",25
"Domestic","AZUL","AZU - 4200",16
"Domestic","AZUL","AZU - 4201",107
"Domestic","AZUL","AZU - 4202",91
"Domestic","AZUL","AZU - 4203",19
"Domestic","AZUL","AZU - 4206",142
"Domestic","AZUL","AZU - 4207",135
"Domestic","AZUL","AZU - 4208",14
"Domestic","AZUL","AZU - 4209",148
"Domestic","AZUL","AZU - 4210",45
"Domestic","AZUL","AZU - 4211",109
"Domestic","AZUL","AZU - 4212",22
"Domestic","AZUL","AZU - 4213",5
"Domestic","AZUL","AZU - 4214",4
"Domestic","AZUL","AZU - 4215",4
"Domestic","AZUL","AZU - 4216",11
"Domestic","AZUL","AZU - 4217",6
"Domestic","AZUL","AZU - 4218",26
"Domestic","AZUL","AZU - 4219",13
"Domestic","AZUL","AZU - 4220",40
"Domestic","AZUL","AZU - 4221",14
"Domestic","AZUL","AZU - 4224",146
"Domestic","AZUL","AZU - 4225",145
"Domestic","AZUL","AZU - 4226",12
"Domestic","AZUL","AZU - 4227",126
"Domestic","AZUL","AZU - 4228",86
"Domestic","AZUL","AZU - 4229",91
"Domestic","AZUL","AZU - 4230",13
"Domestic","AZUL","AZU - 4231",37
"Domestic","AZUL","AZU - 4232",14
"Domestic","AZUL","AZU - 4233",83
"Domestic","AZUL","AZU - 4234",57
"Domestic","AZUL","AZU - 4235",88
"Domestic","AZUL","AZU - 4238",16
"Domestic","AZUL","AZU - 4240",34
"Domestic","AZUL","AZU - 4241",24
"Domestic","AZUL","AZU - 4242",261
"Domestic","AZUL","AZU - 4243",301
"Domestic","AZUL","AZU - 4244",97
"Domestic","AZUL","AZU - 4245",96
"Domestic","AZUL","AZU - 4246",7
"Domestic","AZUL","AZU - 4247",8
"Domestic","AZUL","AZU - 4248",47
"Domestic","AZUL","AZU - 4249",148
"Domestic","AZUL","AZU - 4250",148
"Domestic","AZUL","AZU - 4251",52
"Domestic","AZUL","AZU - 4252",152
"Domestic","AZUL","AZU - 4253",151
"Domestic","AZUL","AZU - 4254",116
"Domestic","AZUL","AZU - 4257",94
"Domestic","AZUL","AZU - 4258",176
"Domestic","AZUL","AZU - 4259",141
"Domestic","AZUL","AZU - 4260",36
"Domestic","AZUL","AZU - 4261",35
"Domestic","AZUL","AZU - 4262",20
"Domestic","AZUL","AZU - 4263",154
"Domestic","AZUL","AZU - 4264",18
"Domestic","AZUL","AZU - 4265",79
"Domestic","AZUL","AZU - 4266",7
"Domestic","AZUL","AZU - 4267",14
"Domestic","AZUL","AZU - 4268",9
"Domestic","AZUL","AZU - 4269",36
"Domestic","AZUL","AZU - 4270",133
"Domestic","AZUL","AZU - 4271",9
"Domestic","AZUL","AZU - 4272",15
"Domestic","AZUL","AZU - 4273",51
"Domestic","AZUL","AZU - 4274",132
"Domestic","AZUL","AZU - 4275",154
"Domestic","AZUL","AZU - 4277",15
"Domestic","AZUL","AZU - 4278",7
"Domestic","AZUL","AZU - 4279",12
"Domestic","AZUL","AZU - 4280",17
"Domestic","AZUL","AZU - 4281",82
"Domestic","AZUL","AZU - 4282",73
"Domestic","AZUL","AZU - 4283",72
"Domestic","AZUL","AZU - 4284",16
"Domestic","AZUL","AZU - 4285",45
"Domestic","AZUL","AZU - 4286",38
"Domestic","AZUL","AZU - 4287",104
"Domestic","AZUL","AZU - 4288",79
"Domestic","AZUL","AZU - 4289",87
"Domestic","AZUL","AZU - 4290",12
"Domestic","AZUL","AZU - 4291",13
"Domestic","AZUL","AZU - 4292",103
"Domestic","AZUL","AZU - 4293",99
"Domestic","AZUL","AZU - 4294",12
"Domestic","AZUL","AZU - 4295",14
"Domestic","AZUL","AZU - 4296",11
"Domestic","AZUL","AZU - 4297",16
"Domestic","AZUL","AZU - 4298",8
"Domestic","AZUL","AZU - 4299",5
"Domestic","AZUL","AZU - 4300",31
"Domestic","AZUL","AZU - 4301",47
"Domestic","AZUL","AZU - 4302",170
"Domestic","AZUL","AZU - 4303",181
"Domestic","AZUL","AZU - 4304",224
"Domestic","AZUL","AZU - 4305",202
"Domestic","AZUL","AZU - 4306",30
"Domestic","AZUL","AZU - 4307",74
"Domestic","AZUL","AZU - 4308",56
"Domestic","AZUL","AZU - 4309",12
"Domestic","AZUL","AZU - 4310",84
"Domestic","AZUL","AZU - 4311",8
"Domestic","AZUL","AZU - 4312",145
"Domestic","AZUL","AZU - 4313",157
"Domestic","AZUL","AZU - 4314",188
"Domestic","AZUL","AZU - 4315",203
"Domestic","AZUL","AZU - 4316",189
"Domestic","AZUL","AZU - 4317",64
"Domestic","AZUL","AZU - 4319",97
"Domestic","AZUL","AZU - 4320",82
"Domestic","AZUL","AZU - 4321",21
"Domestic","AZUL","AZU - 4322",39
"Domestic","AZUL","AZU - 4323",93
"Domestic","AZUL","AZU - 4324",78
"Domestic","AZUL","AZU - 4325",111
"Domestic","AZUL","AZU - 4326",73
"Domestic","AZUL","AZU - 4327",70
"Domestic","AZUL","AZU - 4328",12
"Domestic","AZUL","AZU - 4329",5
"Domestic","AZUL","AZU - 4330",13
"Domestic","AZUL","AZU - 4331",17
"Domestic","AZUL","AZU - 4332",9
"Domestic","AZUL","AZU - 4333",33
"Domestic","AZUL","AZU - 4334",13
"Domestic","AZUL","AZU - 4335",5
"Domestic","AZUL","AZU - 4336",50
"Domestic","AZUL","AZU - 4337",25
"Domestic","AZUL","AZU - 4340",39
"Domestic","AZUL","AZU - 4342",165
"Domestic","AZUL","AZU - 4343",106
"Domestic","AZUL","AZU - 4344",137
"Domestic","AZUL","AZU - 4345",144
"Domestic","AZUL","AZU - 4346",126
"Domestic","AZUL","AZU - 4347",80
"Domestic","AZUL","AZU - 4348",117
"Domestic","AZUL","AZU - 4349",70
"Domestic","AZUL","AZU - 4350",108
"Domestic","AZUL","AZU - 4351",88
"Domestic","AZUL","AZU - 4352",85
"Domestic","AZUL","AZU - 4353",111
"Domestic","AZUL","AZU - 4354",15
"Domestic","AZUL","AZU - 4355",13
"Domestic","AZUL","AZU - 4356",8
"Domestic","AZUL","AZU - 4357",10
"Domestic","AZUL","AZU - 4362",95
"Domestic","AZUL","AZU - 4363",95
"Domestic","AZUL","AZU - 4366",42
"Domestic","AZUL","AZU - 4367",91
"Domestic","AZUL","AZU - 4368",17
"Domestic","AZUL","AZU - 4370",85
"Domestic","AZUL","AZU - 4372",141
"Domestic","AZUL","AZU - 4373",125
"Domestic","AZUL","AZU - 4374",63
"Domestic","AZUL","AZU - 4375",72
"Domestic","AZUL","AZU - 4377",28
"Domestic","AZUL","AZU - 4378",88
"Domestic","AZUL","AZU - 4379",7
"Domestic","AZUL","AZU - 4380",10
"Domestic","AZUL","AZU - 4381",13
"Domestic","AZUL","AZU - 4382",11
"Domestic","AZUL","AZU - 4383",7
"Domestic","AZUL","AZU - 4384",67
"Domestic","AZUL","AZU - 4385",13
"Domestic","AZUL","AZU - 4386",14
"Domestic","AZUL","AZU - 4387",17
"Domestic","AZUL","AZU - 4388",3
"Domestic","AZUL","AZU - 4389",20
"Domestic","AZUL","AZU - 4392",15
"Domestic","AZUL","AZU - 4393",17
"Domestic","AZUL","AZU - 4394",23
"Domestic","AZUL","AZU - 4395",5
"Domestic","AZUL","AZU - 4396",10
"Domestic","AZUL","AZU - 4397",15
"Domestic","AZUL","AZU - 4398",35
"Domestic","AZUL","AZU - 4400",1
"Domestic","AZUL","AZU - 4403",34
"Domestic","AZUL","AZU - 4404",142
"Domestic","AZUL","AZU - 4405",176
"Domestic","AZUL","AZU - 4406",64
"Domestic","AZUL","AZU - 4407",67
"Domestic","AZUL","AZU - 4410",45
"Domestic","AZUL","AZU - 4411",35
"Domestic","AZUL","AZU - 4412",11
"Domestic","AZUL","AZU - 4413",13
"Domestic","AZUL","AZU - 4415",59
"Domestic","AZUL","AZU - 4416",53
"Domestic","AZUL","AZU - 4418",11
"Domestic","AZUL","AZU - 4419",9
"Domestic","AZUL","AZU - 4420",18
"Domestic","AZUL","AZU - 4421",60
"Domestic","AZUL","AZU - 4422",79
"Domestic","AZUL","AZU - 4423",22
"Domestic","AZUL","AZU - 4428",56
"Domestic","AZUL","AZU - 4429",38
"Domestic","AZUL","AZU - 4430",2
"Domestic","AZUL","AZU - 4431",1
"Domestic","AZUL","AZU - 4432",250
"Domestic","AZUL","AZU - 4433",178
"Domestic","AZUL","AZU - 4436",6
"Domestic","AZUL","AZU - 4438",15
"Domestic","AZUL","AZU - 4439",80
"Domestic","AZUL","AZU - 4440",17
"Domestic","AZUL","AZU - 4441",19
"Domestic","AZUL","AZU - 4442",55
"Domestic","AZUL","AZU - 4443",10
"Domestic","AZUL","AZU - 4444",1
"Domestic","AZUL","AZU - 4445",2
"Domestic","AZUL","AZU - 4447",17
"Domestic","AZUL","AZU - 4448",39
"Domestic","AZUL","AZU - 4449",122
"Domestic","AZUL","AZU - 4452",20
"Domestic","AZUL","AZU - 4453",10
"Domestic","AZUL","AZU - 4454",45
"Domestic","AZUL","AZU - 4455",44
"Domestic","AZUL","AZU - 4456",12
"Domestic","AZUL","AZU - 4457",16
"Domestic","AZUL","AZU - 4458",15
"Domestic","AZUL","AZU - 4459",15
"Domestic","AZUL","AZU - 4460",101
"Domestic","AZUL","AZU - 4461",179
"Domestic","AZUL","AZU - 4462",33
"Domestic","AZUL","AZU - 4463",26
"Domestic","AZUL","AZU - 4465",84
"Domestic","AZUL","AZU - 4466",93
"Domestic","AZUL","AZU - 4467",15
"Domestic","AZUL","AZU - 4468",3
"Domestic","AZUL","AZU - 4469",11
"Domestic","AZUL","AZU - 4470",32
"Domestic","AZUL","AZU - 4471",23
"Domestic","AZUL","AZU - 4472",6
"Domestic","AZUL","AZU - 4473",1
"Domestic","AZUL","AZU - 4475",10
"Domestic","AZUL","AZU - 4476",177
"Domestic","AZUL","AZU - 4477",2
"Domestic","AZUL","AZU - 4478",3
"Domestic","AZUL","AZU - 4479",1
"Domestic","AZUL","AZU - 4482",236
"Domestic","AZUL","AZU - 4483",14
"Domestic","AZUL","AZU - 4486",53
"Domestic","AZUL","AZU - 4487",75
"Domestic","AZUL","AZU - 4490",30
"Domestic","AZUL","AZU - 4491",6
"Domestic","AZUL","AZU - 4492",30
"Domestic","AZUL","AZU - 4493",12
"Domestic","AZUL","AZU - 4494",87
"Domestic","AZUL","AZU - 4495",4
"Domestic","AZUL","AZU - 4496",13
"Domestic","AZUL","AZU - 4497",11
"Domestic","AZUL","AZU - 4498",24
"Domestic","AZUL","AZU - 4499",8
"Domestic","AZUL","AZU - 4940",1
"Domestic","AZUL","AZU - 4941",2
"Domestic","AZUL","AZU - 4942",16
"Domestic","AZUL","AZU - 4943",17
"Domestic","AZUL","AZU - 4944",49
"Domestic","AZUL","AZU - 4945",55
"Domestic","AZUL","AZU - 4946",2
"Domestic","AZUL","AZU - 4947",2
"Domestic","AZUL","AZU - 4948",8
"Domestic","AZUL","AZU - 4949",2
"Domestic","AZUL","AZU - 4950",30
"Domestic","AZUL","AZU - 4951",87
"Domestic","AZUL","AZU - 4952",70
"Domestic","AZUL","AZU - 4953",59
"Domestic","AZUL","AZU - 4954",5
"Domestic","AZUL","AZU - 4956",9
"Domestic","AZUL","AZU - 4957",7
"Domestic","AZUL","AZU - 4960",161
"Domestic","AZUL","AZU - 4961",107
"Domestic","AZUL","AZU - 4962",312
"Domestic","AZUL","AZU - 4963",137
"Domestic","AZUL","AZU - 4964",103
"Domestic","AZUL","AZU - 4965",77
"Domestic","AZUL","AZU - 4968",7
"Domestic","AZUL","AZU - 4969",43
"Domestic","AZUL","AZU - 4970",65
"Domestic","AZUL","AZU - 4971",4
"Domestic","AZUL","AZU - 4972",14
"Domestic","AZUL","AZU - 4980",48
"Domestic","AZUL","AZU - 4981",45
"Domestic","AZUL","AZU - 4982",4
"Domestic","AZUL","AZU - 4983",9
"Domestic","AZUL","AZU - 4984",8
"Domestic","AZUL","AZU - 4986",31
"Domestic","AZUL","AZU - 4987",12
"Domestic","AZUL","AZU - 4988",8
"Domestic","AZUL","AZU - 4989",9
"Domestic","AZUL","AZU - 4992",2
"Domestic","AZUL","AZU - 4993",22
"Domestic","AZUL","AZU - 4994",5
"Domestic","AZUL","AZU - 4995",6
"Domestic","AZUL","AZU - 4998",2
"Domestic","AZUL","AZU - 4999",9
"Domestic","AZUL","AZU - 5000",8
"Domestic","AZUL","AZU - 5001",65
"Domestic","AZUL","AZU - 5002",50
"Domestic","AZUL","AZU - 5003",2
"Domestic","AZUL","AZU - 5004",36
"Domestic","AZUL","AZU - 5008",19
"Domestic","AZUL","AZU - 5010",15
"Domestic","AZUL","AZU - 5011",18
"Domestic","AZUL","AZU - 5012",24
"Domestic","AZUL","AZU - 5013",18
"Domestic","AZUL","AZU - 5014",16
"Domestic","AZUL","AZU - 5016",64
"Domestic","AZUL","AZU - 5018",1
"Domestic","AZUL","AZU - 5021",3
"Domestic","AZUL","AZU - 5022",162
"Domestic","AZUL","AZU - 5023",48
"Domestic","AZUL","AZU - 5024",22
"Domestic","AZUL","AZU - 5025",51
"Domestic","AZUL","AZU - 5026",92
"Domestic","AZUL","AZU - 5027",71
"Domestic","AZUL","AZU - 5028",73
"Domestic","AZUL","AZU - 5029",87
"Domestic","AZUL","AZU - 5030",79
"Domestic","AZUL","AZU - 5031",66
"Domestic","AZUL","AZU - 5032",14
"Domestic","AZUL","AZU - 5033",23
"Domestic","AZUL","AZU - 5037",1
"Domestic","AZUL","AZU - 5038",1
"Domestic","AZUL","AZU - 5039",32
"Domestic","AZUL","AZU - 5041",4
"Domestic","AZUL","AZU - 5042",18
"Domestic","AZUL","AZU - 5043",4
"Domestic","AZUL","AZU - 5046",69
"Domestic","AZUL","AZU - 5047",177
"Domestic","AZUL","AZU - 5048",24
"Domestic","AZUL","AZU - 5049",7
"Domestic","AZUL","AZU - 5052",73
"Domestic","AZUL","AZU - 5053",95
"Domestic","AZUL","AZU - 5054",9
"Domestic","AZUL","AZU - 5055",3
"Domestic","AZUL","AZU - 5056",17
"Domestic","AZUL","AZU - 5058",98
"Domestic","AZUL","AZU - 5059",314
"Domestic","AZUL","AZU - 5062",29
"Domestic","AZUL","AZU - 5063",22
"Domestic","AZUL","AZU - 5064",48
"Domestic","AZUL","AZU - 5065",4
"Domestic","AZUL","AZU - 5070",20
"Domestic","AZUL","AZU - 5071",148
"Domestic","AZUL","AZU - 5072",12
"Domestic","AZUL","AZU - 5073",2
"Domestic","AZUL","AZU - 5074",5
"Domestic","AZUL","AZU - 5075",29
"Domestic","AZUL","AZU - 5076",6
"Domestic","AZUL","AZU - 5078",21
"Domestic","AZUL","AZU - 5079",174
"Domestic","AZUL","AZU - 5082",2
"Domestic","AZUL","AZU - 5083",2
"Domestic","AZUL","AZU - 5084",35
"Domestic","AZUL","AZU - 5085",32
"Domestic","AZUL","AZU - 5086",242
"Domestic","AZUL","AZU - 5087",5
"Domestic","AZUL","AZU - 5088",2
"Domestic","AZUL","AZU - 5089",2
"Domestic","AZUL","AZU - 5090",24
"Domestic","AZUL","AZU - 5093",75
"Domestic","AZUL","AZU - 5096",65
"Domestic","AZUL","AZU - 5097",65
"Domestic","AZUL","AZU - 5098",12
"Domestic","AZUL","AZU - 5099",19
"Domestic","AZUL","AZU - 5100",3
"Domestic","AZUL","AZU - 5101",1
"Domestic","AZUL","AZU - 5102",47
"Domestic","AZUL","AZU - 5103",18
"Domestic","AZUL","AZU - 5104",4
"Domestic","AZUL","AZU - 5105",3
"Domestic","AZUL","AZU - 5106",15
"Domestic","AZUL","AZU - 5107",60
"Domestic","AZUL","AZU - 5108",60
"Domestic","AZUL","AZU - 5109",1
"Domestic","AZUL","AZU - 5110",151
"Domestic","AZUL","AZU - 5112",95
"Domestic","AZUL","AZU - 5113",105
"Domestic","AZUL","AZU - 5114",59
"Domestic","AZUL","AZU - 5115",2
"Domestic","AZUL","AZU - 5118",4
"Domestic","AZUL","AZU - 5120",16
"Domestic","AZUL","AZU - 5122",16
"Domestic","AZUL","AZU - 5124",1
"Domestic","AZUL","AZU - 5125",8
"Domestic","AZUL","AZU - 5132",111
"Domestic","AZUL","AZU - 5133",201
"Domestic","AZUL","AZU - 5134",4
"Domestic","AZUL","AZU - 5135",1
"Domestic","AZUL","AZU - 5137",20
"Domestic","AZUL","AZU - 5142",1
"Domestic","AZUL","AZU - 5148",38
"Domestic","AZUL","AZU - 5149",53
"Domestic","AZUL","AZU - 5150",6
"Domestic","AZUL","AZU - 5151",6
"Domestic","AZUL","AZU - 5152",2
"Domestic","AZUL","AZU - 5154",10
"Domestic","AZUL","AZU - 5155",32
"Domestic","AZUL","AZU - 5157",1
"Domestic","AZUL","AZU - 5158",47
"Domestic","AZUL","AZU - 5166",39
"Domestic","AZUL","AZU - 5174",66
"Domestic","AZUL","AZU - 5180",1
"Domestic","AZUL","AZU - 5181",1
"Domestic","AZUL","AZU - 5185",1
"Domestic","AZUL","AZU - 5186",44
"Domestic","AZUL","AZU - 5187",297
"Domestic","AZUL","AZU - 5188",2
"Domestic","AZUL","AZU - 5189",2
"Domestic","AZUL","AZU - 5190",102
"Domestic","AZUL","AZU - 5192",5
"Domestic","AZUL","AZU - 5193",10
"Domestic","AZUL","AZU - 5194",74
"Domestic","AZUL","AZU - 5195",75
"Domestic","AZUL","AZU - 5198",6
"Domestic","AZUL","AZU - 5199",9
"Domestic","AZUL","AZU - 5200",23
"Domestic","AZUL","AZU - 5201",35
"Domestic","AZUL","AZU - 5202",5
"Domestic","AZUL","AZU - 5203",25
"Domestic","AZUL","AZU - 5204",39
"Domestic","AZUL","AZU - 5205",39
"Domestic","AZUL","AZU - 5209",4
"Domestic","AZUL","AZU - 5210",4
"Domestic","AZUL","AZU - 5211",5
"Domestic","AZUL","AZU - 5212",2
"Domestic","AZUL","AZU - 5215",39
"Domestic","AZUL","AZU - 5220",117
"Domestic","AZUL","AZU - 5221",178
"Domestic","AZUL","AZU - 5222",166
"Domestic","AZUL","AZU - 5223",89
"Domestic","AZUL","AZU - 5224",2
"Domestic","AZUL","AZU - 5225",2
"Domestic","AZUL","AZU - 5230",54
"Domestic","AZUL","AZU - 5231",54
"Domestic","AZUL","AZU - 5232",2
"Domestic","AZUL","AZU - 5256",22
"Domestic","AZUL","AZU - 5257",7
"Domestic","AZUL","AZU - 5258",4
"Domestic","AZUL","AZU - 5259",7
"Domestic","AZUL","AZU - 5260",61
"Domestic","AZUL","AZU - 5261",61
"Domestic","AZUL","AZU - 5262",45
"Domestic","AZUL","AZU - 5263",46
"Domestic","AZUL","AZU - 5268",14
"Domestic","AZUL","AZU - 5269",16
"Domestic","AZUL","AZU - 5272",11
"Domestic","AZUL","AZU - 5273",9
"Domestic","AZUL","AZU - 5290",57
"Domestic","AZUL","AZU - 5291",43
"Domestic","AZUL","AZU - 5294",8
"Domestic","AZUL","AZU - 5295",3
"Domestic","AZUL","AZU - 5296",2
"Domestic","AZUL","AZU - 5297",2
"Domestic","AZUL","AZU - 5307",1
"Domestic","AZUL","AZU - 5309",5
"Domestic","AZUL","AZU - 5313",3
"Domestic","AZUL","AZU - 5314",7
"Domestic","AZUL","AZU - 5315",4
"Domestic","AZUL","AZU - 5316",9
"Domestic","AZUL","AZU - 5317",32
"Domestic","AZUL","AZU - 5318",55
"Domestic","AZUL","AZU - 5321",4
"Domestic","AZUL","AZU - 5329",1
"Domestic","AZUL","AZU - 5338",5
"Domestic","AZUL","AZU - 5339",1
"Domestic","AZUL","AZU - 5344",3
"Domestic","AZUL","AZU - 5345",3
"Domestic","AZUL","AZU - 5347",97
"Domestic","AZUL","AZU - 5356",3
"Domestic","AZUL","AZU - 5357",2
"Domestic","AZUL","AZU - 5363",3
"Domestic","AZUL","AZU - 5368",5
"Domestic","AZUL","AZU - 5370",1
"Domestic","AZUL","AZU - 5392",3
"Domestic","AZUL","AZU - 5393",15
"Domestic","AZUL","AZU - 5396",6
"Domestic","AZUL","AZU - 5397",6
"Domestic","AZUL","AZU - 5703",11
"Domestic","AZUL","AZU - 5708",133
"Domestic","AZUL","AZU - 5709",134
"Domestic","AZUL","AZU - 5716",10
"Domestic","AZUL","AZU - 5717",2
"Domestic","AZUL","AZU - 5718",40
"Domestic","AZUL","AZU - 5719",36
"Domestic","AZUL","AZU - 5724",35
"Domestic","AZUL","AZU - 5728",36
"Domestic","AZUL","AZU - 5729",52
"Domestic","AZUL","AZU - 5730",64
"Domestic","AZUL","AZU - 5731",22
"Domestic","AZUL","AZU - 5732",18
"Domestic","AZUL","AZU - 5733",17
"Domestic","AZUL","AZU - 5736",4
"Domestic","AZUL","AZU - 5738",4
"Domestic","AZUL","AZU - 5739",15
"Domestic","AZUL","AZU - 5744",53
"Domestic","AZUL","AZU - 5745",35
"Domestic","AZUL","AZU - 5746",36
"Domestic","AZUL","AZU - 5747",35
"Domestic","AZUL","AZU - 5752",5
"Domestic","AZUL","AZU - 5753",3
"Domestic","AZUL","AZU - 5754",53
"Domestic","AZUL","AZU - 5755",57
"Domestic","AZUL","AZU - 5756",212
"Domestic","AZUL","AZU - 5757",1
"Domestic","AZUL","AZU - 5758",25
"Domestic","AZUL","AZU - 5760",13
"Domestic","AZUL","AZU - 5761",18
"Domestic","AZUL","AZU - 5762",42
"Domestic","AZUL","AZU - 5763",64
"Domestic","AZUL","AZU - 5764",4
"Domestic","AZUL","AZU - 5766",5
"Domestic","AZUL","AZU - 5769",4
"Domestic","AZUL","AZU - 5770",1
"Domestic","AZUL","AZU - 5771",1
"Domestic","AZUL","AZU - 5776",6
"Domestic","AZUL","AZU - 5777",7
"Domestic","AZUL","AZU - 5778",36
"Domestic","AZUL","AZU - 5779",22
"Domestic","AZUL","AZU - 5781",20
"Domestic","AZUL","AZU - 5782",27
"Domestic","AZUL","AZU - 5783",57
"Domestic","AZUL","AZU - 5785",59
"Domestic","AZUL","AZU - 5788",4
"Domestic","AZUL","AZU - 5789",77
"Domestic","AZUL","AZU - 5792",4
"Domestic","AZUL","AZU - 5797",77
"Domestic","AZUL","AZU - 5798",147
"Domestic","AZUL","AZU - 5799",144
"Domestic","AZUL","AZU - 6420",51
"Domestic","AZUL","AZU - 6421",51
"Domestic","AZUL","AZU - 6422",13
"Domestic","AZUL","AZU - 6423",13
"Domestic","AZUL","AZU - 6424",1
"Domestic","AZUL","AZU - 6900",14
"Domestic","AZUL","AZU - 6901",3
"Domestic","AZUL","AZU - 6906",106
"Domestic","AZUL","AZU - 6907",67
"Domestic","AZUL","AZU - 6908",118
"Domestic","AZUL","AZU - 6910",1
"Domestic","AZUL","AZU - 6915",35
"Domestic","AZUL","AZU - 6918",24
"Domestic","AZUL","AZU - 6919",80
"Domestic","AZUL","AZU - 6920",277
"Domestic","AZUL","AZU - 6921",58
"Domestic","AZUL","AZU - 6922",42
"Domestic","AZUL","AZU - 6923",90
"Domestic","AZUL","AZU - 6924",96
"Domestic","AZUL","AZU - 6925",121
"Domestic","AZUL","AZU - 6926",55
"Domestic","AZUL","AZU - 6927",45
"Domestic","AZUL","AZU - 6928",89
"Domestic","AZUL","AZU - 6929",193
"Domestic","AZUL","AZU - 6930",1
"Domestic","AZUL","AZU - 6931",13
"Domestic","AZUL","AZU - 6932",29
"Domestic","AZUL","AZU - 6933",73
"Domestic","AZUL","AZU - 6934",6
"Domestic","AZUL","AZU - 6935",6
"Domestic","AZUL","AZU - 6936",28
"Domestic","AZUL","AZU - 6940",21
"Domestic","AZUL","AZU - 6941",17
"Domestic","AZUL","AZU - 6944",3
"Domestic","AZUL","AZU - 6945",3
"Domestic","AZUL","AZU - 6946",3
"Domestic","AZUL","AZU - 6947",29
"Domestic","AZUL","AZU - 6948",7
"Domestic","AZUL","AZU - 6949",22
"Domestic","AZUL","AZU - 6950",58
"Domestic","AZUL","AZU - 6951",37
"Domestic","AZUL","AZU - 6952",17
"Domestic","AZUL","AZU - 6953",47
"Domestic","AZUL","AZU - 6954",282
"Domestic","AZUL","AZU - 6955",292
"Domestic","AZUL","AZU - 6956",60
"Domestic","AZUL","AZU - 6957",195
"Domestic","AZUL","AZU - 6958",107
"Domestic","AZUL","AZU - 6959",104
"Domestic","AZUL","AZU - 6960",59
"Domestic","AZUL","AZU - 6961",102
"Domestic","AZUL","AZU - 6962",276
"Domestic","AZUL","AZU - 6963",97
"Domestic","AZUL","AZU - 6965",132
